,docId,sourceName,title,summary,Nhãn
38,4dceecbe4b6a1a68d22be049f943836a,Việt Time,Không khí sạch - yếu tố tiên quyết cho một làn da khỏe mạnh,"Mỗi tháng bỏ ra ít nhất 2-3 triệu đồng cho mỹ phẩm, chị Tuệ Chi (29 tuổi, TP.HCM) vẫn không khỏi ngán ngẩm: “Nhớ ngày trước ở nước ngoài, không khí trong lành, mình chẳng chăm sóc cầu kỳ mà da vẫn căng khỏe. Ở thành phố ô nhiễm khói bụi miết, da mình như bị “thoái hóa” dần, trở nên nhạy cảm hơn.",0
39,543cd1fde302c1c7700271620b9c6809,eva,“Giải cứu” làn da khỏi không khí ô nhiễm,"Mỗi tháng bỏ ra ít nhất 2-3 triệu đồng cho mỹ phẩm, chị Tuệ Chi (29 tuổi, TP.HCM) vẫn không khỏi ngán ngẩm: “Nhớ ngày trước ở nước ngoài, không khí trong lành, mình chẳng chăm sóc cầu kỳ mà da vẫn căng khỏe. Ở thành phố ô nhiễm khói bụi miết, da mình như bị “thoái hóa” dần, trở nên nhạy cảm hơn"".",0
40,32b74e4f9c545cdf11271f35becf4787,trannhuong,Các giải pháp vận hành và sử dụng nồi hơi,"Lò hơi - Lò hơi là một thiết bị sử dụng các nguồn năng lượng như than, than, củi, mạt cưa, dầu, điện để đun nóng nước nhằm thu được hơi bão hòa hoặc hơi quá nhiệt. Hơi nước bão hòa từ lò hơi thường được sử dụng để sấy khô sản phẩm, thực phẩm, hơi nước và vải nhuộm cũng như sử dụng nhiệt để đốt nóng một số thiết bị. 
 
Noihoi >>> lò hơi đốt than 
 
Nồi hơi - lò hơi dùng thế hệ cũ thường thấy là lò hơi đốt than, đốt củi,…, cấu tạo đơn giản, hiệu suất vận hành thấp, ô nhiễm môi trường cao. vì thế,",0
41,95ecf727a61d9783fb40ff24f51d8c66,Nghệ An 24h,Công nghệ mới giúp mặt nạ phòng độc hoạt động hiệu quả hơn,"Nhóm nghiên cứu của GS. TS Lê Minh Thắng (Đại học Bách khoa Hà Nội) đã phát triển công nghệ lõi lọc khói, khí độc mới không chỉ loại bỏ chất độc mà còn chuyển đổi khí CO thành hợp chất không độc là CO2.",1
42,65fb00bdf5e232d1b9f849eaf54da0b7,Hà Tĩnh 24h,"Hà Tĩnh: Đường 15km cõng 3 mỏ đá, nát bét bởi xe quá tải, dân kêu trời vì bụi","Mỗi ngày, dàn xe ben chở VLXD vô tư chở có ngọn nối đuôi nhau cày phá đường liên xã gây bụi bặm, ô nhiễm môi trường và mất ATGT.",-1
43,cd3cca3239f0a20f7db9e86471c59a46,Nghệ An 24h,Thanh Hóa: Người dân sống chung với ô nhiễm của 2 trang trại lợn,"Người dân thôn Yên Bái, xã Tế Lợi, huyện Nông Cống (Thanh Hóa) hàng ngày đang phải sống chung với mùi hôi thối, nước thải bốc mùi ô nhiễm môi trường nghiêm trọng từ 2 trang trại lợn nơi đây.",-1
44,dfa9f05caca2468023267011b4dd093d,VietNam Plus,Phát hiện xe khách vận chuyển lô sản phẩm động vật bốc mùi hôi thối,"Lực lượng chức năng tỉnh Quảng Trị phát hiện trên xe khách biển kiểm soát Lào 4429 có 370kg sản phẩm động vật như xương, mỡ... đã bốc mùi hôi thối, tài xế không xuất trình được giấy tờ liên quan.",-1
45,9aacdc972ad431296003ab80b422fa20,Báo Thái Bình,Ngôi nhà tối giản ở Lâm Đồng với không gian xanh mát bao trùm,"Trà House có diện tích 200m2 được kiến trúc sư thiết kế với những mảng xanh tươi tốt bao trùm, giúp thanh lọc bầu không khí, khói bụi và cho gia chủ tận hưởng sự thư giãn tuyệt vời nhất.",0
46,d67749fb7ad98103b5ca0ec76014b41c,Tuổi trẻ online,Giải pháp sử dụng vật liệu an toàn cho sức khỏe khi xây nhà,"Quá trình xây dựng nhà cửa vốn sản sinh nhiều khói, bụi mịn ảnh hưởng đến sức khoẻ con người. Không chỉ dừng lại ở đó, nếu sử dụng vật liệu không đảm bảo an toàn, thì những nguy cơ còn kéo dài trong cả quãng thời gian sinh sống tại căn nhà mới.",0
47,6009244dad026d50fc53b2166c279aa9,cafef,"Nghỉ lễ sợ bon chen nhưng vẫn muốn du lịch thì đây chính là giải pháp: Không sợ khói bụi, không ồn ào mà còn có view “ngàn sao”","Nghỉ lễ sợ bon chen nhưng vẫn muốn du lịch thì đây chính là giải pháp: Không sợ khói bụi, không ồn ào mà còn có view “ngàn sao”",0
48,3c75107ffdaa9d13948772d6656319dc,Cổng thông tin điện tử tỉnh Điện Biên,"VPUB - VASCO điều chỉnh lịch bay đến, đi từ Điện Biên do tầm nhìn thấp dưới tiêu chuẩn","Dienbien.gov.vn - Do ảnh hưởng của mù khô khu vực Tây Bắc và khói từ hoạt động đốt nương của Lào khiến tầm nhìn thấp dưới tiêu chuẩn, Công ty Bay Dịch vụ Hàng không Việt Nam (VASCO) hủy các chuyến bay đến, đi từ Điện Biên ngày 11/4.",-1
49,b16ad5d8b385bc96207997ab8722b824,Báo điện tử trí thức trẻ - Tin tức nhanh nhất,“Cứu tinh” cho làn da ngày nắng nóng,"(Tổ Quốc) - Những ngày nắng nóng đã bắt đầu đổ bộ, khiến cơ thể mệt mỏi, khó chịu, làn da bí bách, nhờn dính. Cộng với không khí ô nhiễm, bụi bẩn khiến làn da các nàng càng trở nên tệ hơn.",0
50,1a4217b251f81e2d3c5a8344b3c83eba,Nghệ An 24h,Nghệ An: Người dân 'kêu cứu' vì bụi từ xe chở đất phục vụ đường cao tốc,"Tình trạng bùn đất ngập đường, bụi bẩn mù mịt cuốn vào nhà dân cùng với tiếng xe chạy rầm rập và phóng nhanh trên đường kể từ khi mỏ đất hoạt động, khiến người dân hết sức bức xúc.",-1
51,7ac9b7ce5431cf79ed9f775a79551439,Phunutoday,"Phổi có 3 nỗi sợ cần tránh, có 3 món là “chất tẩy rửa” nên chăm ăn","( PHUNUTODAY ) - Ô nhiễm môi trường, khói bụi, thuốc lá,… khiến phổi chịu nhiều ảnh hưởng. Ngoài việc giúp phổi tránh xa những nỗi sợ bạn cũng nên ăn nhiều hơn những thực phẩm tốt cho phổi.",0
52,7ebe11e63d4716b776de0c702ac634d0,Người lao động,"Bình Dương: Suối Bưng Viết ""kêu cứu""","(NLĐO) - Từ giữa tháng 5 đến nay, suối Bưng Viết liên tục đổi màu lạ và gây ra mùi hôi thối nồng nặc.",-1
53,88ec4c4fba7cb2eb4a2a008406acd9ac,VietNam Plus,Cảnh báo nguy cơ khói mù trở lại ở Đông Nam Á trong năm nay,Giá cả hàng hóa tăng cao dẫn tới việc mở rộng diện tích trồng trọt và nguy cơ các tác nhân xấu sẽ đốt rừng để mở rộng canh tác là một trong những nguyên nhân sẽ khiến khói mù trở lại ở Đông Nam Á.,-1
54,fa2dc0ae55f78b3f4ec593e82e74d976,Báo Nghệ An,"Mỏ đá nổ mìn làm 2 người dân bị thương, hàng chục ngôi nhà hư hỏng","(Baonghean.vn) - Một vụ nổ mìn khai thác đá ở xã Phà Đánh (huyện Kỳ Sơn), vừa mới xảy ra khiến 23 ngôi nhà bị hư hỏng, 2 người bị thương. Trước đó, từ nhiều năm nay, người dân địa phương liên tục than phiền về tình trạng ô nhiễm bụi bẩn, nổ mìn làm đá văng… tại mỏ đá này.",-1
55,5ce0e6deae6a32b10cdf0b3c8eea9633,Người lao động,Đốt rác phát điện: Vẫn chờ!,Việc chậm thực hiện các dự án đốt rác phát điện đang gây lãng phí tài nguyên rác và ô nhiễm môi trường ở TP HCM,-1
56,2da34348d8c565a0b8aa79d7e1f41b61,Kinh Te Moi Truong,Yên Bái: Người dân bức xúc vì mùi hôi thối từ trang trại lợn công nghệ cao ANIFER,"Dự án trang trại lợn Công ty Cổ phần phát triển nông nghiệp công nghệ cao tích hợp ANIFER gây mùi khó chịu khiến người dân tại Văn Yên, Yên Bái bức xúc, kiến nghị cơ quan chức năng giải quyết.",-1
57,1a981c7c4bd3e1a894215c3bdff5e8ff,Tuổi trẻ online,"Ảnh hưởng thời tiết mù khô, nhiều chuyến bay đến Điện Biên bị hủy","TTO - Bamboo Airways và Vasco (công ty thành viên của Vietnam Airlines) hủy một số chuyến bay đi, đến sân bay Điện Biên Phủ. Lý do: thời tiết mù khô tại khu vực Tây Bắc cộng thêm khói đốt từ Lào trong mùa nương rẫy, cản trở tầm nhìn.",0
58,d51f013070d669eda1000eced17849fa,Dich vu Vinaphone,Cát bụi Sahara 'nhuộm cam' bầu trời ở Yucatan,"Ngày 11/6, một đám mây bụi từ sa mạc Sahara đã tràn đến bán đảo Yucatan, thuộc miền Đông Nam Mexico, khiến bầu trời chuyển sang màu đỏ cam do tương tác giữa ánh nắng mặt trời và các hạt bụi dày đặc trong khí quyền.
",0
59,260bc89095db07faa28562f9b4feb123,Điện Biên Phủ Online,Nhiều chuyến bay lên Điện Biên bị hủy do người dân đốt rẫy gây khói mù,Thời tiết mù khô tại khu vực Tây Bắc đã tác động trực tiếp và ảnh hưởng nghiêm trọng tới kế hoạch khai thác các chuyến bay tại Cảng hàng không Điện Biên Phủ.,-1
60,c243661ffbef8b63d2d9e5d0704a5fbc,Hải Dương - Báo điện tử của tỉnh Hải Dương,Công ty CP Công nghệ môi trường An Sinh lắp xong hệ thống quan trắc môi trường tự động,"Công ty CP Công nghệ môi trường An Sinh (ở xã Hoàng Diệu, Gia Lộc) đã hoàn thành kết nối đường truyền, nhận dữ liệu quan trắc môi trường tự động, liên tục của ống khói lò đốt chất thải về Sở Tài nguyên và Môi trường.",1
61,6bf1e1bdaf736bc2ff2546997adf9715,VietNam Plus,Mexico: Cát bụi từ sa mạc Sahara “nhuộm cam” bầu trời ở Yucatan,"Mây bụi từ sa mạc Sahara bao phủ các bang Campeche, Quintana Roo, Tabasco, Tamaulipas, Veracruz và Yutacan, sau đó, Mexico sẽ tiếp tục hứng chịu một đợt mây bụi sa mạc khác từ ngày 14/6 tới.",0
62,0ab7780ab2449b44188ed95886dc4764,Xã luận,TP.HCM: Dân khốn khổ vì bụi mùn cưa,"Một doanh nghiệp xay mùn cưa tại ấp 3A, xã Vĩnh Lộc B, huyện Bình Chánh đang gây ô nhiễm môi trường nghiêm trọng.",-1
63,c4e9a51768fcd60a5a94b2a12b8725b8,24h,"5 bước chăm sóc da dầu giúp da thông thoáng, sạch mụn trong mùa hè","Thời tiết nắng nóng của mùa hè là một trong những yếu tố ảnh hưởng tiêu cực đến làn da, khiến da dầu tiết nhiều dầu hơn. Sự kết hợp của mồ hôi và khói bụi sẽ khiến lỗ chân lông càng dễ bí tắc, gây mụn và vết thâm trên mặt...",0
64,23d628eb65e0b7ea989d8aedf6decb79,Việt Time,Du khách thích thú trải nghiệm xe lôi ở Hà Tiên,Nhiều gia đình đi du lịch Hà Tiên thường sử dụng dịch vụ không khói bụi và tiếng ồn để đến các danh thắng của thành phố biển.,0
65,62f4aa2e6f0fa2a3798a93678d6b5b40,Báo Thái Bình,Đất nước có không khí sạch nhất thế giới,"Nhờ các chính sách môi trường và sự ưu ái của thiên nhiên, Phần Lan có không khí rất trong lành với mật độ bụi mịn chỉ 6 µg/ mét khối.",1
66,f6fdbbdbb9f6b11cc46ee5b0a4c03503,Xã luận,"TT-Huế: Người dân chặn xe chở vật liệu phục vụ dự án cao tốc vì ô nhiễm, mất an toàn giao thông","Người dân ở huyện Phong Điền (Thừa Thiên Huế) chặn xe chở vật liệu xây dựng phục vụ dự án cao tốc Cam Lộ- La Sơn chạy qua tỉnh lộ 11B do xe tải phóng nhanh vượt ẩu, đường xuống cấp và không được tưới nước đảm bảo gây bụi mù mịt.",0
